lead_id,campaign_id,company_name,domain,website,country,city,address,industry,company_description,company_type,buyer_fit_score,buyer_fit_reason,company_quality_score,buying_signal_score,total_score,score_reason,contact_name,contact_role,contact_email,email_status,phone,linkedin_or_public_profile_url,pain_signal,buying_signal,personalization_hook,source,source_url,scraped_at,outreach_ready,sequence_status,email_1_sent_at,followup_1_at,followup_2_at,reply_status
lead_500f9ac71283,clothing_brands_replenishment_001,Seen Fabrics,seenfabrics.business.site,http://seenfabrics.business.site/,Pakistan,Islamabad,"Shop# 10, Maqbool Plaza, Khanna Rd",overture=clothing_store,,BUYER,45,"discovery category 'overture=clothing_store' matches campaign target; website unavailable: discovery record alone is insufficient evidence; intent: needs the offer (70%) — Seen Fabrics is a clothing store, likely needs inventory replenishment; the offer targets retail clothing brands.",0,0,49,"in target country (Pakistan); in target city (Islamabad); website unreachable; quality notes: website unreachable (status_404); no public contact details; intent match (70%): Seen Fabrics is a clothing store, likely needs inventory replenishment; the offer targets retail clothing brands.; mobile number published (owner-level contact)",,,seenfabrics@gmail.com,mx_valid,+923335742953,,,,based in Islamabad,overture,https://explore.overturemaps.org/#d7bfa823-e55b-4a15-903d-58a70bf82cfa,2026-09-26T10:19:00+00:00,false,not_queued,,,,
lead_e7ec58f4a286,clothing_brands_replenishment_001,AH Garments and Cloths,al-hadi-garments.business.site,https://al-hadi-garments.business.site/,Pakistan,Islamabad,"Khaanda dak, Link Rd",overture=clothing_store,,BUYER,45,"discovery category 'overture=clothing_store' matches campaign target; website unavailable: discovery record alone is insufficient evidence; intent: needs the offer (80%) — AH Garments and Cloths is a clothing store, likely needing inventory replenishment for retail operations.",0,0,49,"in target country (Pakistan); in target city (Islamabad); website unreachable; quality notes: website unreachable (status_404); no public contact details; intent match (80%): AH Garments and Cloths is a clothing store, likely needing inventory replenishment for retail operations.; mobile number published (owner-level contact)",,,nabeelinyat85@gmail.com,mx_valid,+923185839497,,,,based in Islamabad,overture,https://explore.overturemaps.org/#d0b980e6-c3c1-4477-9a87-08d2d26e51f6,2026-09-26T10:19:02+00:00,false,not_queued,,,,
lead_eae95f108e59,clothing_brands_replenishment_001,Soghat garments,soghat-garments.business.site,https://soghat-garments.business.site/?utm_source=gmb&utm_medium=referral,Pakistan,Islamabad,Road,overture=clothing_store,,BUYER,45,"discovery category 'overture=clothing_store' matches campaign target; website unavailable: discovery record alone is insufficient evidence; intent: needs the offer (80%) — Soghat garments is a clothing store, so it plausibly needs a replenishment solution.",0,0,49,"in target country (Pakistan); in target city (Islamabad); website unreachable; quality notes: website unreachable (status_404); no public contact details; intent match (80%): Soghat garments is a clothing store, so it plausibly needs a replenishment solution.; mobile number published (owner-level contact)",,,sheikhsuleman125@gmail.com,mx_valid,+923215346416,,,,based in Islamabad,overture,https://explore.overturemaps.org/#278c78f8-c4d7-4a18-89b0-117bb196f310,2026-09-26T10:19:17+00:00,false,not_queued,,,,
lead_18f1b2d5000b,clothing_brands_replenishment_001,Hamza Collection Mens Wear,hamzacollectionmenswearbytayyyab.com,https://hamzacollectionmenswearbytayyyab.com/,Pakistan,Islamabad,"ground floor, Rizwan Arcade, Adam Jee Rd",overture=clothing_store,,BUYER,45,"discovery category 'overture=clothing_store' matches campaign target; website unavailable: discovery record alone is insufficient evidence; intent: needs the offer (70%) — Hamza Collection Mens Wear is a clothing store, likely needing replenishment solutions for inventory management.",0,0,48,"in target country (Pakistan); in target city (Islamabad); website unreachable; quality notes: website unreachable (robots_disallowed); no public contact details; intent match (70%): Hamza Collection Mens Wear is a clothing store, likely needing replenishment solutions for inventory management.",,,hamzacollection064@gmail.com,mx_valid,+92515120455,,,,based in Islamabad,overture,https://explore.overturemaps.org/#c95184bb-cfae-4b4c-b6fd-ec8f761ef4fd,2026-09-26T10:18:57+00:00,false,not_queued,,,,
lead_3990119fec85,clothing_brands_replenishment_001,Seasons Fabrics,seasonsfabrics-by-hr.business.site,https://seasonsfabrics-by-hr.business.site/,Pakistan,Islamabad,Barkat Plaza,overture=clothing_store,,BUYER,45,discovery category 'overture=clothing_store' matches campaign target; website unavailable: discovery record alone is insufficient evidence; intent: needs the offer (80%) — A clothing store would plausibly need a replenishment solution for inventory management.,0,0,46,in target country (Pakistan); in target city (Islamabad); website unreachable; quality notes: website unreachable (status_404); no public contact details; intent match (80%): A clothing store would plausibly need a replenishment solution for inventory management.; mobile number published (owner-level contact),,,,none,+923035998478,,,,based in Islamabad,overture,https://explore.overturemaps.org/#0543a557-d0f6-465e-8136-d9e9aec75f4c,2026-09-26T10:18:44+00:00,false,not_queued,,,,
lead_d7fa87598421,clothing_brands_replenishment_001,Wearly,wearly.pk,http://www.wearly.pk/,Pakistan,Islamabad,"First Floor, Rabi Center, Shop# F-34",overture=childrens_clothing_store,,BUYER,45,"discovery category 'overture=childrens_clothing_store' matches campaign target; website unavailable: discovery record alone is insufficient evidence; intent: needs the offer (70%) — Wearly is a children's clothing store, a retail brand that would need replenishment solutions.",0,0,46,"in target country (Pakistan); in target city (Islamabad); website unreachable; quality notes: website unreachable (http_error:ConnectError); no public contact details; intent match (70%): Wearly is a children's clothing store, a retail brand that would need replenishment solutions.; mobile number published (owner-level contact)",,,connect@wearly.pk,invalid,+923058912118,,,,based in Islamabad,overture,https://explore.overturemaps.org/#2ba834b8-11ec-48f0-8ebf-46f0a43fee66,2026-09-26T10:19:04+00:00,false,not_queued,,,,
lead_19fc10346fd3,clothing_brands_replenishment_001,Safa's Collection,zeenterprises.shop,http://www.zeenterprises.shop/,Pakistan,Islamabad,BB-398/D St 7 karimpura,overture=clothing_store,,BUYER,45,"discovery category 'overture=clothing_store' matches campaign target; website unavailable: discovery record alone is insufficient evidence; intent: needs the offer (80%) — Safa's Collection is a clothing store, so it plausibly needs a replenishment solution.",0,0,46,"in target country (Pakistan); in target city (Islamabad); website unreachable; quality notes: website unreachable (robots_disallowed); no public contact details; intent match (80%): Safa's Collection is a clothing store, so it plausibly needs a replenishment solution.; mobile number published (owner-level contact)",,,,none,+923390091985,,,,based in Islamabad,overture,https://explore.overturemaps.org/#ac4cf38e-9228-4a11-9bd1-0f7c698d5d9a,2026-09-26T10:19:07+00:00,false,not_queued,,,,
lead_82bcff0a2e43,clothing_brands_replenishment_001,MS Fabrics,ms-fabrics-clothing-store.business.site,https://ms-fabrics-clothing-store.business.site/,Pakistan,Islamabad,"Shop 68, Makkah cloth market",overture=clothing_store,,BUYER,45,discovery category 'overture=clothing_store' matches campaign target; website unavailable: discovery record alone is insufficient evidence; intent: needs the offer (90%) — Clothing store likely needs inventory replenishment solution.,0,0,45,in target country (Pakistan); in target city (Islamabad); website unreachable; quality notes: website unreachable (status_404); no public contact details; intent match (90%): Clothing store likely needs inventory replenishment solution.; no usable email,,,,none,+92515552661,,,,based in Islamabad,overture,https://explore.overturemaps.org/#71c02d7e-12cc-42ba-9c74-8b656d137786,2026-09-26T10:19:12+00:00,false,not_queued,,,,
lead_41585bf98e68,clothing_brands_replenishment_001,Stone Cover,stonecover.net,https://stonecover.net/,Pakistan,Islamabad,Car Chowk Rawalpindi ,overture=mens_clothing_store,"Car Chowk Rawalpindi , Rawalpindi, Pakistan info@stonecover.com +92 (300) 4000653 Home About Products/Services Rock Wall Marble Chips Coating Stucco Sand Tex Stone Hard Rollon Tramofine Adoba Fine Finish Paint & Polish All type of paint & textures White Wash Lustr Finish Weather Shield Luxury Acryli",UNKNOWN,23,"discovery category 'overture=mens_clothing_store' matches campaign target; sells-to-businesses phrasing: our clients, trusted by, get a quote; buyer evidence outweighs weaker vendor mentions; intent: no evident need for the offer (95%) — Stone Cover sells coatings, not retail clothing; no need for a replenishment solution.",15,2,42,"in target country (Pakistan); in target city (Islamabad); company type unknown: insufficient evidence; intent: no evident need (95%): Stone Cover sells coatings, not retail clothing; no need for a replenishment solution.; only a generic business mailbox is public; mobile number published (owner-level contact); young domain (0.4 y): new or recently relaunched business",,,info@stonecover.com,generic,+92 (300) 4000653,,,,based in Islamabad; recently launched online,overture,https://explore.overturemaps.org/#a7b78f25-0868-4c68-b234-de9121ab4e2d,2026-09-26T10:18:27+00:00,false,not_queued,,,,
lead_c841be429f69,clothing_brands_replenishment_001,Honey Bunny Kids Clothing,honeybunny.pk,http://honeybunny.pk/,Pakistan,Islamabad,Shop no#6 Block A lower Ground Ghakhar plaza,overture=childrens_clothing_store,,UNKNOWN,23,discovery category 'overture=childrens_clothing_store' matches campaign target; buyer terms in company identity: clothing; website unavailable: discovery record alone is insufficient evidence,0,0,24,in target country (Pakistan); in target city (Islamabad); company type unknown: insufficient evidence; website unreachable; quality notes: website unreachable (robots_disallowed); no public contact details; mobile number published (owner-level contact),,,,none,+923315081700,,,,based in Islamabad,overture,https://explore.overturemaps.org/#e9d5b17b-4bf5-4e0a-b54e-bf2bee96d8ef,2026-09-26T10:18:13+00:00,false,not_queued,,,,
